Group,Subgroup,Key,Total costs (eur),Total CAPEX (eur),Total OPEX (eur),Capital costs (eur),Depreciation costs (eur),Fixed operation and maintenance costs (eur),Variable operation and maintenance costs (eur),Total investment over lifetime (eur),WACC,Construction time (years),Technical lifetime (years),CO2 emission costs (eur),Captured biogenic CO2 costs (eur),Number of units
costs_infrastructure,ammonia,energy_import_ammonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,20.0,0.0,-0.0,0.0
costs_infrastructure,diesel,energy_import_diesel,1273746.36,1009757.48,263988.88,415782.49,593974.99,263988.88,0.0,11879499.75,0.07,0.0,20.0,0.0,-0.0,0.03
costs_infrastructure,liquid_hydrogen,energy_import_liquid_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,20.0,0.0,-0.0,0.0
costs_infrastructure,lng,energy_import_lng,294.54,228.29,66.25,94.0,134.29,66.25,0.0,2685.76,0.07,0.0,20.0,0.0,-0.0,0.0
costs_infrastructure,lohc,energy_import_lohc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,20.0,0.0,-0.0,0.0
costs_co2,ccus,energy_production_synthetic_kerosene_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,-0.0,0
costs_co2,ccus,energy_production_synthetic_kerosene_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,-0.0,0.0
costs_co2,ccus,energy_production_synthetic_methanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,-0.0,0.0
costs_co2,ccus,industry_chemical_other_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_chemicals_fertilizers_captured_combustion_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_chemicals_fertilizers_captured_processes_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_chemicals_refineries_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_other_food_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_other_paper_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_blastfurnace_bof_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_cyclonefurnace_bof_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_dri_network_gas_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_external_coupling_node_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,molecules_direct_air_capture_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,0.0,0.0
costs_co2,ccus,molecules_offshore_sequestration_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,40.0,0.0,0.0,0.0
costs_co2,ccus,molecules_transport_pipelines_co2,5849960.55,1835589.36,4014371.18,1070760.46,764828.9,4014371.18,0.0,30593156.06,0.07,0.0,40.0,0.0,0.0,0.08
costs_co2,ccus,molecules_transport_ships_co2,19963124.75,12056936.73,7906188.02,4150748.71,7906188.02,7906188.02,0.0,118592820.32,0.07,0.0,15.0,0.0,0.0,0.47
